biosample	has_assembly	assembly_accessions
SAMEA4156347	NO	
SAMEA3138192	YES	GCF_000009125.1
SAMN22612370	YES	GCF_023075255.1
SAMN07142317	NO	
SAMN43407545	YES	GCF_042494895.1
SAMN43282463	YES	GCA_042684045.1
SAMN43282365	YES	GCF_042685665.1
SAMN43282212	YES	GCF_042647065.1
SAMN43282129	YES	GCF_042648205.1
SAMN43281666	YES	GCF_042432065.1
SAMN43281545	YES	GCF_042434295.1
SAMN40440920	YES	GCF_040537435.1
SAMN40440919	YES	GCF_040537475.1
SAMN40440918	YES	GCF_040537455.1
SAMN40440917	YES	GCF_040537555.1
SAMN40440916	YES	GCF_040537485.1
SAMN40440915	YES	GCF_040537495.1
SAMN40440914	YES	GCF_040537535.1
SAMN40440913	YES	GCF_040537595.1
SAMN40440912	YES	GCF_040537585.1
SAMN40440911	YES	GCF_040537575.1
SAMN40440910	YES	GCF_040537645.1
SAMN40440909	YES	GCF_040537635.1
SAMN40440908	YES	GCF_040537655.1
SAMN40440907	YES	GCF_040537705.1
SAMN40440906	YES	GCF_040537695.1
SAMN40440905	YES	GCF_040537775.1
SAMN40440904	YES	GCF_040537735.1
SAMN40440903	YES	GCF_040537745.1
SAMN40440902	YES	GCF_040537795.1
SAMN34223255	YES	GCF_041276365.1
SAMN36447502	YES	GCF_047120255.1
SAMN42899248	YES	GCF_041027265.1
SAMN42899247	YES	GCF_041027275.1
SAMN42716486	YES	GCF_041023715.1
SAMN38879770	NO	
SAMN41796063	YES	GCF_040183095.1
SAMD00586035	NO	
SAMD00586034	NO	
SAMD00586033	NO	
SAMD00586032	NO	
SAMD00586031	NO	
SAMD00586030	NO	
SAMD00586029	NO	
SAMD00586028	NO	
SAMD00586027	NO	
SAMD00586026	NO	
SAMD00586025	NO	
SAMN35628658	YES	GCF_041363935.1
SAMN35628657	YES	GCF_041363985.1
SAMD00575405	NO	
SAMD00575404	NO	
SAMD00575403	NO	
SAMD00575402	NO	
SAMD00575401	NO	
SAMD00575400	NO	
SAMD00575399	NO	
SAMD00575398	NO	
SAMD00575397	NO	
SAMN41665399	YES	GCF_040429625.1
SAMN41827897	NO	
SAMN41827896	NO	
SAMN41827895	NO	
SAMN41827894	NO	
SAMN41827893	NO	
SAMN41827892	NO	
SAMN41827891	NO	
SAMN41827890	NO	
SAMN41827889	NO	
SAMN41827888	NO	
SAMN41827887	NO	
SAMN41827886	NO	
SAMN41827885	NO	
SAMN41827884	NO	
SAMN41827883	NO	
SAMN41827882	NO	
SAMN41827881	NO	
SAMN41827880	NO	
SAMN36081925	YES	GCF_030518885.1
SAMN36081922	YES	GCF_030518845.1
SAMN36081921	YES	GCF_030518875.1
SAMN36081920	YES	GCF_030518955.1
SAMN36081919	YES	GCF_030518985.1
SAMN36081917	YES	GCF_030518995.1
SAMN36081916	YES	GCF_030518935.1
SAMN36081913	YES	GCF_030519065.1
SAMN36081912	YES	GCF_030519055.1
SAMN36081911	YES	GCF_030519075.1
SAMN36081910	YES	GCF_030519135.1
SAMN36081909	YES	GCF_030519165.1
SAMN36081908	YES	GCF_030519175.1
SAMN36081907	YES	GCF_030519155.1
SAMN36081906	YES	GCF_030519225.1
SAMN36081905	YES	GCF_030519215.1
SAMN36081904	YES	GCF_030519295.1
SAMN36081903	YES	GCF_030519275.1
SAMN36081902	YES	GCF_030519305.1
SAMN36081901	YES	GCF_030519255.1
SAMD00657126	YES	GCF_037101355.1
SAMD00657125	YES	GCF_037101345.1
SAMD00657124	YES	GCF_037101335.1
SAMD00657123	YES	GCF_037101325.1
SAMD00657122	YES	GCF_037101315.1
SAMD00256263	YES	GCF_015698385.1
SAMD00256262	YES	GCF_015698365.1
SAMD00256261	YES	GCF_015698345.1
SAMD00250062	YES	GCF_015098755.1
SAMD00250061	YES	GCF_015098595.1
SAMD00250060	YES	GCF_015098475.1
SAMD00250059	YES	GCF_015098255.1
SAMD00250058	YES	GCF_015098135.1
SAMD00250057	YES	GCF_015097935.1
SAMN41432730	NO	
SAMN41432729	NO	
SAMN41432728	NO	
SAMN41432727	NO	
SAMN41432726	NO	
SAMN41432725	NO	
SAMN41432724	NO	
SAMN41432723	NO	
SAMN41432722	NO	
SAMN41432721	NO	
SAMN41432720	NO	
SAMN41432719	NO	
SAMN41432718	NO	
SAMN41432717	NO	
SAMN41432716	NO	
SAMN41432715	NO	
SAMN41432714	NO	
SAMN41432713	NO	
SAMN41432712	NO	
SAMN41432711	NO	
SAMN41432710	NO	
SAMN41432709	NO	
SAMN16125522	YES	GCF_015910635.1
SAMN16125456	YES	GCF_015911935.1
SAMN16125450	YES	GCF_015912055.1
SAMN16125435	YES	GCF_015912335.1
SAMN14490832	YES	GCF_023130815.1
SAMN37824521	YES	GCA_039822365.1
SAMN37824520	YES	GCF_039822325.1
SAMN37824519	YES	GCF_039822305.1
SAMN37824517	NO	
SAMN37824516	YES	GCF_039822345.1
SAMN37824515	NO	
SAMN37824514	YES	GCF_039822385.1
SAMN37824510	YES	GCF_039822425.1
SAMN37824509	YES	GCA_039822445.1
SAMN37824507	YES	GCA_039822465.1
SAMN37824502	YES	GCF_039822405.1
SAMN37824501	YES	GCA_039822485.1
SAMN37824500	YES	GCA_039822505.1
SAMN37824499	YES	GCA_039822585.1
SAMN37824498	YES	GCA_039822525.1
SAMN37824496	NO	
SAMN37824495	YES	GCF_039822545.1
SAMN07187863	YES	GCF_003612975.2
SAMEA3595067	NO	
SAMEA3595066	NO	
SAMEA3595065	NO	
SAMEA3595064	NO	
SAMEA3595063	NO	
SAMEA3595059	NO	
SAMN16125519	YES	GCF_015910705.1
SAMN06697627	YES	GCF_002251695.1
SAMEA2272760	YES	GCF_000285815.1
SAMN40518025	YES	GCF_037938245.1
SAMN40702587	NO	
SAMN40702586	NO	
SAMN40702585	NO	
SAMN40702584	NO	
SAMN40702583	NO	
SAMN40702582	NO	
SAMN40702581	NO	
SAMN40702580	NO	
SAMN40702579	NO	
SAMN40702578	NO	
SAMN40702577	NO	
SAMN40702576	NO	
SAMN40702575	NO	
SAMN40702574	NO	
SAMN40702573	NO	
SAMN40702572	NO	
SAMN40702571	NO	
SAMN40702570	NO	
SAMN40702569	NO	
SAMN40702568	NO	
SAMN40702567	NO	
SAMN40702566	NO	
SAMN40702565	NO	
SAMN40702564	NO	
SAMN40702563	NO	
SAMN40518024	YES	GCF_037653205.1
SAMN40518023	YES	GCF_037652935.1
SAMN40518022	YES	GCF_037653095.1
SAMN40518021	YES	GCF_037653075.1
SAMN40518020	YES	GCF_037653155.1
SAMN40518019	YES	GCF_037652875.1
SAMN40518018	YES	GCF_037652855.1
SAMN40518017	YES	GCF_037653275.1
SAMN40518016	YES	GCF_037653435.1
SAMN40518015	YES	GCF_037653575.1
SAMN40518014	YES	GCF_037653495.1
SAMN40518013	YES	GCF_037653005.1
SAMN40518012	YES	GCF_037653195.1
SAMN40518011	YES	GCF_037653615.1
SAMN40518010	YES	GCF_037653535.1
SAMN40518009	YES	GCF_037653695.1
SAMN40518008	YES	GCF_037653355.1
SAMN40518007	YES	GCF_037653325.1
SAMN40518006	YES	GCF_037653395.1
SAMN40518005	YES	GCF_037653835.1
SAMN40518004	YES	GCF_037653775.1
SAMN40518003	YES	GCF_037653715.1
SAMN40518002	YES	GCF_037653735.1
SAMN40518001	YES	GCF_037892735.1
SAMN40518000	YES	GCF_037653055.1
SAMN39646430	YES	GCF_036628315.1
SAMN39646429	YES	GCF_036628335.1
SAMN39646428	YES	GCF_036628355.1
SAMN39646427	YES	GCF_036628415.1
SAMN39646426	YES	GCF_036628375.1
SAMN39646425	YES	GCF_036628435.1
SAMN39646424	YES	GCF_036628455.1
SAMN39646423	YES	GCF_036628395.1
SAMEA6864040	NO	
SAMEA6864039	NO	
SAMEA6864038	NO	
SAMEA6864037	NO	
SAMEA6864036	NO	
SAMEA6864035	NO	
SAMEA6864034	NO	
SAMEA6864033	NO	
SAMEA6864032	NO	
SAMEA6864031	NO	
SAMEA6864030	NO	
SAMEA6864029	NO	
SAMEA6864028	NO	
SAMEA6864027	NO	
SAMEA6864026	NO	
SAMEA6864025	NO	
SAMEA6864024	NO	
SAMEA6864023	NO	
SAMEA6864022	NO	
SAMEA6864021	NO	
SAMEA6864020	NO	
SAMEA6864019	NO	
SAMEA6864018	NO	
SAMEA6864017	NO	
SAMEA6864016	NO	
SAMEA6864015	NO	
SAMEA3595062	NO	
SAMEA3595061	NO	
SAMEA3595060	NO	
SAMN39822551	YES	GCF_036543205.1
SAMN39822550	YES	GCF_036553425.1
SAMN39714303	YES	GCA_037956285.1
SAMN07436295	YES	GCF_003595325.1
SAMN38159261	NO	
SAMN38159260	NO	
SAMN38159259	NO	
SAMN38159258	NO	
SAMN38159257	NO	
SAMN38159256	NO	
SAMN38159255	NO	
SAMN38159254	NO	
SAMN38159253	NO	
SAMN38159252	NO	
SAMN38159251	NO	
SAMN39213512	NO	
SAMN20605993	NO	
SAMN36773569	NO	
SAMN36773568	NO	
SAMN36773567	NO	
SAMN36773566	NO	
SAMN36773565	NO	
SAMN36773564	NO	
SAMN32399500	YES	GCA_039623675.1
SAMN32082345	YES	GCF_039623345.1
SAMD00657127	YES	GCF_037101365.1
SAMN37824522	NO	
SAMN37824518	NO	
SAMN37824513	NO	
SAMN37824512	NO	
SAMN37824511	NO	
SAMN37824508	NO	
SAMN37824506	NO	
SAMN37824505	NO	
SAMN37824504	NO	
SAMN37824503	NO	
SAMN37824497	NO	
SAMN28078154	YES	GCF_028728365.1
SAMN28078152	YES	GCF_028464715.1
SAMN28078148	YES	GCF_028464705.1
SAMN03765174	YES	GCF_001645725.1
SAMN38003945	NO	
SAMN38003944	NO	
SAMN38003943	NO	
SAMN38003942	NO	
SAMN38003941	NO	
SAMN38003940	NO	
SAMN38003939	NO	
SAMN38003938	NO	
SAMN38003937	NO	
SAMN38003936	NO	
SAMN13348489	YES	GCF_014884685.1
SAMN13348488	YES	GCF_014884705.1
SAMN13348487	YES	GCF_014884725.1
SAMN03256359	YES	GCF_001644865.1
SAMN37071251	NO	
SAMN36081924	YES	GCF_030518855.1
SAMN36081923	YES	GCF_030518835.1
SAMN36081918	YES	GCF_030518945.1
SAMN36081915	YES	GCF_030519035.1
SAMN36081914	YES	GCF_030519085.1
SAMN35301405	YES	GCF_030124305.1
SAMN35347197	YES	GCF_030406625.1
SAMN36189670	NO	
SAMN36189446	NO	
SAMN36189445	NO	
SAMN36189444	NO	
SAMN36189443	NO	
SAMN36189442	NO	
SAMN36189441	NO	
SAMN35347198	YES	GCF_030412035.1
SAMN20310806	NO	
SAMN20309791	NO	
SAMN05437153	YES	GCF_002220465.1
SAMN03837633	YES	GCF_001891105.1
SAMN34388416	NO	
SAMN34388415	NO	
SAMN34388414	NO	
SAMN34388413	NO	
SAMN34388412	NO	
SAMN34388411	NO	
SAMN12110792	NO	
SAMN02603298	YES	GCF_000348545.1
SAMN13518656	YES	GCF_018243235.1
SAMN33918401	NO	
SAMN33918400	NO	
SAMN33918399	NO	
SAMN33918398	NO	
SAMN33918397	NO	
SAMN33918396	NO	
SAMN33918395	NO	
SAMN33918394	NO	
SAMN33918393	NO	
SAMN32543036	YES	GCF_029219945.1
SAMN32543035	YES	GCF_029219965.1
SAMN32543034	YES	GCF_029219985.1
SAMN32543033	YES	GCF_029220005.1
SAMN32543032	YES	GCF_029220025.1
SAMN32543031	YES	GCF_029220045.1
SAMN32543030	YES	GCF_029220065.1
SAMN28078150	YES	GCF_028728295.1
SAMN29421919	NO	
SAMN28078151	YES	GCF_028464745.1
SAMN28078149	YES	GCF_028464665.1
SAMN28078147	YES	GCF_028464765.1
SAMN28078146	YES	GCF_028464775.1
SAMN28078145	YES	GCF_028464785.1
SAMN28078144	YES	GCF_028464835.1
SAMN28078143	YES	GCF_028464815.1
SAMN28078142	YES	GCF_028464865.1
SAMN28078141	YES	GCF_028464965.1
SAMN24674463	NO	
SAMN24674462	NO	
SAMN24674461	NO	
SAMN24674460	NO	
SAMN24674459	NO	
SAMN24674458	NO	
SAMN24674457	NO	
SAMN24674456	NO	
SAMN24674455	NO	
SAMN24674454	NO	
SAMN24674453	NO	
SAMN24674452	NO	
SAMN24674451	NO	
SAMN24674450	NO	
SAMN24674449	NO	
SAMN24674448	NO	
SAMN24674447	NO	
SAMN24674446	NO	
SAMN24674445	NO	
SAMN24674444	NO	
SAMN24674443	NO	
SAMN24674442	NO	
SAMN24674441	NO	
SAMN24674440	NO	
SAMN24674439	NO	
SAMN24674438	NO	
SAMN24674437	NO	
SAMN24674436	NO	
SAMN24674435	NO	
SAMN24674434	NO	
SAMN24674433	NO	
SAMN24674432	NO	
SAMN24674431	NO	
SAMN24674430	NO	
SAMN24674429	NO	
SAMN24674428	NO	
SAMN24674427	NO	
SAMN24674426	NO	
SAMN24674425	NO	
SAMN24674424	NO	
SAMN24674423	NO	
SAMN24674422	NO	
SAMN24674421	NO	
SAMN24674420	NO	
SAMN24674419	NO	
SAMN24674418	NO	
SAMN24674417	NO	
SAMN24674416	NO	
SAMN24674415	NO	
SAMN24674414	NO	
SAMN24674413	NO	
SAMN24674412	NO	
SAMN24674411	NO	
SAMN24674410	NO	
SAMN24674409	NO	
SAMN24674408	NO	
SAMN24674407	NO	
SAMN24674406	NO	
SAMN24674405	NO	
SAMN24674404	NO	
SAMN24674403	NO	
SAMN24674402	NO	
SAMN24674401	NO	
SAMN24674400	NO	
SAMN24674399	NO	
SAMN24674398	NO	
SAMN24674397	NO	
SAMN24674396	NO	
SAMN24674395	NO	
SAMN24674394	NO	
SAMN24674393	NO	
SAMN24674392	NO	
SAMN24674391	NO	
SAMN24674390	NO	
SAMN24674389	NO	
SAMN24674388	NO	
SAMN24674387	NO	
SAMN24674386	NO	
SAMN24674385	NO	
SAMN24674384	NO	
SAMN24674383	NO	
SAMN24674382	NO	
SAMN24674381	NO	
SAMN24674380	NO	
SAMN24674379	NO	
SAMN24674378	NO	
SAMN24673219	NO	
SAMN24673218	NO	
SAMN24673217	NO	
SAMN24673216	NO	
SAMN24673215	NO	
SAMN24673214	NO	
SAMN24673213	NO	
SAMN24673212	NO	
SAMN24673211	NO	
SAMN24673210	NO	
SAMN24673209	NO	
SAMN24673208	NO	
SAMN24673207	NO	
SAMN24673206	NO	
SAMN24673205	NO	
SAMN24673204	NO	
SAMN24673203	NO	
SAMN24673202	NO	
SAMN24673201	NO	
SAMN24673200	NO	
SAMN24673199	NO	
SAMN24673198	NO	
SAMN24673197	NO	
SAMN24673196	NO	
SAMN24673195	NO	
SAMN24673194	NO	
SAMN24673193	NO	
SAMN24673192	NO	
SAMN24673191	NO	
SAMN24673190	NO	
SAMN24673189	NO	
SAMN24673188	NO	
SAMN24673187	NO	
SAMN24673186	NO	
SAMN24673185	NO	
SAMN24673184	NO	
SAMN24673183	NO	
SAMN24673182	NO	
SAMN24673181	NO	
SAMN24673180	NO	
SAMN24673179	NO	
SAMN24673178	NO	
SAMN24673177	NO	
SAMN24673176	NO	
SAMN24673175	NO	
SAMN21464309	YES	GCF_028177115.1
SAMN21464302	YES	GCF_028177285.1
SAMN21464294	YES	GCF_028177635.1
SAMN28868074	NO	
SAMN30822110	NO	
SAMN30822109	NO	
SAMN30822108	NO	
SAMN30822107	NO	
SAMN30822106	NO	
SAMN30822105	NO	
SAMN30822104	NO	
SAMN30822103	NO	
SAMN30822102	NO	
SAMN30822101	NO	
SAMN30822100	NO	
SAMN30822099	NO	
SAMN30822098	NO	
SAMN30822097	NO	
SAMN30822096	NO	
SAMN30822095	NO	
SAMN30822094	NO	
SAMN30822093	NO	
SAMN30822092	NO	
SAMN30822091	NO	
SAMN30822090	NO	
SAMN30822089	NO	
SAMN30822088	NO	
SAMN30822087	NO	
SAMN30822086	NO	
SAMN30822085	NO	
SAMN30822084	NO	
SAMN30822083	NO	
SAMN30822082	NO	
SAMN30822081	NO	
SAMN30822080	NO	
SAMN30822079	NO	
SAMN30822078	NO	
SAMN30822077	NO	
SAMN30822076	NO	
SAMN30822075	NO	
SAMN30822074	NO	
SAMN30822073	NO	
SAMN30822072	NO	
SAMN30822071	NO	
SAMN30822070	NO	
SAMN30822069	NO	
SAMN30822068	NO	
SAMN30822067	NO	
SAMN30822066	NO	
SAMN30822065	NO	
SAMN30822064	NO	
SAMN30822063	NO	
SAMN30822062	NO	
SAMN30822061	NO	
SAMN30822060	NO	
SAMN30822059	NO	
SAMN30822058	NO	
SAMN30822057	NO	
SAMN30822056	NO	
SAMN30822055	NO	
SAMN30822054	NO	
SAMN30822053	NO	
SAMN30822052	NO	
SAMN30822051	NO	
SAMN30822050	NO	
SAMN30822049	NO	
SAMN30822048	NO	
SAMN30822047	NO	
SAMN30822046	NO	
SAMN30822045	NO	
SAMN30822044	NO	
SAMN30822043	NO	
SAMN30822042	NO	
SAMN30822041	NO	
SAMN30822040	NO	
SAMN30822039	NO	
SAMN30822038	NO	
SAMN30822037	NO	
SAMN30822036	NO	
SAMN30822035	NO	
SAMN30822034	NO	
SAMN30822033	NO	
SAMN30822032	NO	
SAMN30822031	NO	
SAMN30822030	NO	
SAMN30822029	NO	
SAMN30822028	NO	
SAMN30822027	NO	
SAMN30822026	NO	
SAMN30822025	NO	
SAMN30822024	NO	
SAMN30822023	NO	
SAMN30822022	NO	
SAMN30822021	NO	
SAMN30822020	NO	
SAMN30822019	NO	
SAMN30822018	NO	
SAMN30822017	NO	
SAMN30822016	NO	
SAMN30822015	NO	
SAMN30822014	NO	
SAMN30822013	NO	
SAMN30822012	NO	
SAMN30822011	NO	
SAMN30822010	NO	
SAMN30822009	NO	
SAMN30822008	NO	
SAMN30822007	NO	
SAMN30822006	NO	
SAMN30822005	NO	
SAMN30822004	NO	
SAMN30822003	NO	
SAMN30822002	NO	
SAMN30822001	NO	
SAMN30822000	NO	
SAMN30821999	NO	
SAMN30821998	NO	
SAMN30821997	NO	
SAMN30821996	NO	
SAMN30821995	NO	
SAMN30821994	NO	
SAMN30821993	NO	
SAMN30821992	NO	
SAMN30821991	NO	
SAMN30821990	NO	
SAMN30821989	NO	
SAMN30821988	NO	
SAMN30821987	NO	
SAMN30821986	NO	
SAMN30821985	NO	
SAMN30821984	NO	
SAMN30821983	NO	
SAMN30821982	NO	
SAMN30821981	NO	
SAMN30821980	NO	
SAMN30821979	NO	
SAMN30821978	NO	
SAMN30821977	NO	
SAMN30821976	NO	
SAMN30821975	NO	
SAMN30821974	NO	
SAMN30821973	NO	
SAMN30821972	NO	
SAMN30821971	NO	
SAMN30821970	NO	
SAMN30821969	NO	
SAMN30821968	NO	
SAMN30821967	NO	
SAMN30821966	NO	
SAMN30821965	NO	
SAMN30821964	NO	
SAMN30821963	NO	
SAMN30821962	NO	
SAMN30821961	NO	
SAMN30821960	NO	
SAMN30821959	NO	
SAMN30821958	NO	
SAMN30821957	NO	
SAMN30821956	NO	
SAMN30821955	NO	
SAMN30821954	NO	
SAMN30821953	NO	
SAMN30821952	NO	
SAMN30821951	NO	
SAMN30821950	NO	
SAMN30821949	NO	
SAMN30821948	NO	
SAMN30821947	NO	
SAMN30821946	NO	
SAMN30821945	NO	
SAMN30821944	NO	
SAMN30821943	NO	
SAMN30821942	NO	
SAMN30821941	NO	
SAMN30821940	NO	
SAMN30821939	NO	
SAMN30821938	NO	
SAMN30821937	NO	
SAMN30821936	NO	
SAMN30821935	NO	
SAMN30821934	NO	
SAMN30821933	NO	
SAMN30821932	NO	
SAMN30821931	NO	
SAMN30821930	NO	
SAMN30821929	NO	
SAMN30821928	NO	
SAMN30821927	NO	
SAMN30821926	NO	
SAMN30821925	NO	
SAMN30821924	NO	
SAMN30821923	NO	
SAMN30821922	NO	
SAMN30821921	NO	
SAMN30821920	NO	
SAMN30821919	NO	
SAMN27356661	NO	
SAMN27356660	NO	
SAMN27356659	NO	
SAMN27356658	NO	
SAMN27356657	NO	
SAMN27356656	NO	
SAMN27356655	NO	
SAMN27356654	NO	
SAMN27356653	NO	
SAMN27356652	NO	
SAMN27356651	NO	
SAMN27356650	NO	
SAMN27356649	NO	
SAMN27356648	NO	
SAMN27356647	NO	
SAMN27356646	NO	
SAMN27356645	NO	
SAMN27356644	NO	
SAMN27356643	NO	
SAMN27356642	NO	
SAMN27356641	NO	
SAMN27356640	NO	
SAMN27356639	NO	
SAMN27356638	NO	
SAMN27356637	NO	
SAMN27356636	NO	
SAMN27356635	NO	
SAMN27356634	NO	
SAMN27356633	NO	
SAMN27356632	NO	
SAMN27356631	NO	
SAMN27356630	NO	
SAMN27356629	NO	
SAMN27356628	NO	
SAMN27356627	NO	
SAMN27356626	NO	
SAMN27356625	NO	
SAMN27356624	NO	
SAMN27356623	NO	
SAMN27356622	NO	
SAMN27356621	NO	
SAMN27356620	NO	
SAMN27356619	NO	
SAMN27356618	NO	
SAMN27356617	NO	
SAMN27356616	NO	
SAMN27356615	NO	
SAMN27356614	NO	
SAMN27356613	NO	
SAMN27356612	NO	
SAMN27356611	NO	
SAMN27356610	NO	
SAMN27356609	NO	
SAMN27356608	NO	
SAMN27356607	NO	
SAMN27356606	NO	
SAMN27356605	NO	
SAMN27356604	NO	
SAMN27356603	NO	
SAMN27356602	NO	
SAMN27356601	NO	
SAMN27356600	NO	
SAMN27356599	NO	
SAMN27356598	NO	
SAMN27356597	NO	
SAMN27356596	NO	
SAMN27356595	NO	
SAMN27356594	NO	
SAMN27356593	NO	
SAMN27356592	NO	
SAMN27356591	NO	
SAMN27356590	NO	
SAMN27356589	NO	
SAMN27356588	NO	
SAMN27356587	NO	
SAMN27356586	NO	
SAMN27356585	NO	
SAMN27356584	NO	
SAMN27356583	NO	
SAMN27356582	NO	
SAMN27356581	NO	
SAMN27356580	NO	
SAMN27356579	NO	
SAMN27356578	NO	
SAMN27356577	NO	
SAMN27356576	NO	
SAMN27356575	NO	
SAMN27356574	NO	
SAMN27356573	NO	
SAMN27356572	NO	
SAMN27356571	NO	
SAMN27356570	NO	
SAMN27356569	NO	
SAMN27356568	NO	
SAMN27356567	NO	
SAMN27356566	NO	
SAMN27356565	NO	
SAMN27356564	NO	
SAMN27356563	NO	
SAMN27356562	NO	
SAMN27356561	NO	
SAMN27356560	NO	
SAMN27356559	NO	
SAMN27356558	NO	
SAMN27356557	NO	
SAMN27356556	NO	
SAMN27356555	NO	
SAMN27356554	NO	
SAMN27356553	NO	
SAMN27356552	NO	
SAMN27356551	NO	
SAMN27356550	NO	
SAMN27356549	NO	
SAMN27356548	NO	
SAMN27356547	NO	
SAMN27356546	NO	
SAMN27356545	NO	
SAMN27356544	NO	
SAMN27356543	NO	
SAMN27356542	NO	
SAMN27356541	NO	
SAMN27356540	NO	
SAMN27356539	NO	
SAMN27356538	NO	
SAMN27356537	NO	
SAMN27356536	NO	
SAMN27356535	NO	
SAMN27356534	NO	
SAMN27356533	NO	
SAMN27356532	NO	
SAMN27356531	NO	
SAMN27356530	NO	
SAMN27356529	NO	
SAMN27356528	NO	
SAMN27356527	NO	
SAMN27356526	NO	
SAMN27356525	NO	
SAMN27356524	NO	
SAMN27356523	NO	
SAMN27356522	NO	
SAMN27356521	NO	
SAMN27356520	NO	
SAMN27356519	NO	
SAMN27356518	NO	
SAMN27356517	NO	
SAMN27356516	NO	
SAMN27356515	NO	
SAMN27356514	NO	
SAMN27356513	NO	
SAMN27356512	NO	
SAMN27356511	NO	
SAMN27356510	NO	
SAMN27356509	NO	
SAMN27356508	NO	
SAMN27356507	NO	
SAMN27356506	NO	
SAMN27356505	NO	
SAMN27356504	NO	
SAMN27356503	NO	
SAMN27356502	NO	
SAMN27356501	NO	
SAMN27356500	NO	
SAMN27356499	NO	
SAMN27356498	NO	
SAMN27356497	NO	
SAMN27356496	NO	
SAMN27356495	NO	
SAMN27356494	NO	
SAMN27356493	NO	
SAMN27356492	NO	
SAMN27356491	NO	
SAMN27356490	NO	
SAMN27356489	NO	
SAMN27356488	NO	
SAMN27356487	NO	
SAMN27356486	NO	
SAMN27356485	NO	
SAMN27356484	NO	
SAMN27356483	NO	
SAMN27356482	NO	
SAMN27356481	NO	
SAMN27356480	NO	
SAMN27356479	NO	
SAMN27356478	NO	
SAMN27356477	NO	
SAMN27356476	NO	
SAMN27356475	NO	
SAMN27356474	NO	
SAMN27356473	NO	
SAMN27356472	NO	
SAMN27356471	NO	
SAMN27356470	NO	
SAMN29673693	YES	GCA_025884495.1
SAMN29673692	YES	GCF_025884395.1
SAMN29673691	YES	GCF_024802605.1
SAMN29638282	YES	GCF_025859515.1
SAMN29638281	YES	GCF_025859615.1
SAMN29638280	YES	GCF_025859635.1
SAMN21464312	NO	
SAMN21464311	NO	
SAMN21464310	YES	GCF_028177105.1
SAMN21464308	NO	
SAMN21464307	YES	GCF_028177125.1
SAMN21464306	NO	
SAMN21464305	YES	GCF_028177135.1
SAMN21464304	NO	
SAMN21464303	YES	GCF_028177185.1
SAMN21464301	YES	GCF_028177305.1
SAMN21464300	YES	GCF_028177325.1
SAMN21464299	YES	GCF_028177375.1
SAMN21464298	YES	GCF_028177365.1
SAMN21464297	YES	GCF_028177485.1
SAMN21464296	YES	GCF_028177505.1
SAMN21464295	YES	GCF_028177545.1
SAMEA10977831	YES	GCF_024925465.1;GCF_919586305.1
SAMEA110699821	NO	
SAMEA110698931	NO	
SAMN29255471	NO	
SAMN29255470	NO	
SAMN29255469	NO	
SAMN29255468	NO	
SAMN29255467	NO	
SAMN29255466	NO	
SAMN29255465	NO	
SAMN29255464	NO	
SAMN29255463	NO	
SAMN29255462	NO	
SAMN29255461	NO	
SAMN29255460	NO	
SAMN29255459	NO	
SAMN29255458	NO	
SAMN29255457	NO	
SAMN29255456	NO	
SAMN29255455	NO	
SAMN29255454	NO	
SAMN29255453	NO	
SAMN29255452	NO	
SAMN29255451	NO	
SAMN29255450	NO	
SAMN29255449	NO	
SAMN29255448	NO	
SAMN29255447	NO	
SAMN29255446	NO	
SAMN29255445	NO	
SAMN29255444	NO	
SAMN29255443	NO	
SAMN29255442	NO	
SAMN29255441	NO	
SAMN29255440	NO	
SAMN29255439	NO	
SAMN29255438	NO	
SAMN29255437	NO	
SAMN29255436	NO	
SAMN29255435	NO	
SAMN29232630	YES	GCA_024023015.1
SAMN28078159	YES	GCF_028464615.1
SAMN28078158	YES	GCF_028464595.1
SAMN28078157	YES	GCF_028464675.1
SAMN28078156	YES	GCF_028728185.1
SAMN28078155	NO	
SAMN23966414	NO	
SAMN23966413	NO	
SAMN23966412	NO	
SAMN27631883	YES	GCF_023646415.1
SAMN27631882	YES	GCF_023646455.1
SAMN27631881	NO	
SAMN27631880	YES	GCF_023646475.1
SAMN27631879	YES	GCF_023646515.1
SAMN27631878	YES	GCF_023646495.1
SAMN27631877	YES	GCF_023646535.1
SAMN27631876	YES	GCF_023646555.1
SAMN27631875	YES	GCF_023646575.1
SAMN27631874	YES	GCF_023646585.1
SAMN27589867	YES	GCF_023700725.1
SAMN27589866	YES	GCF_023646615.1
SAMN28591804	NO	
SAMN28591803	NO	
SAMN28591802	NO	
SAMN22566580	NO	
SAMN22566579	NO	
SAMN22566578	NO	
SAMN22566577	NO	
SAMN22566576	NO	
SAMN22566575	NO	
SAMN22566574	NO	
SAMN22566573	NO	
SAMN22566572	NO	
SAMN22566571	NO	
SAMN02152298	YES	GCF_001855495.2
SAMN27967468	NO	
SAMN27967467	NO	
SAMN27967466	NO	
SAMN22367847	YES	GCF_024460955.1
SAMD00034391	YES	GCF_001879565.1
SAMD00253070	NO	
SAMN14490840	NO	
SAMN14490839	YES	GCF_023130655.1
SAMN14490838	YES	GCF_023130705.1
SAMN14490837	YES	GCF_023130685.1
SAMN14490836	YES	GCF_023130735.1
SAMN14490835	YES	GCF_023130755.1
SAMN14490834	NO	
SAMN14490833	YES	GCF_023130765.1
SAMN14490831	YES	GCF_023130775.1
