337					337	Freeze dried to SOP PLH/808 - NO post drying tests carried out.	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No											USA	1954	A. Kelman			Nicotiana tabacum	ICPB PS124	Biovar I	
338					338	2nd VC completed 2026 MB TMTC	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No											USA	1954	A. Kelman			Nicotiana tabacum	ICPB PS125	Biovar I	
339					339	REQ. REDRY N.A.	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No											Israel	1954	Z. Volcani	80				Biovar II.	
342					342		Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No								G.R. Bates MR12288			Zimbabwe	1954				Nicotiana tabacum.		Biovar I.	
446					446		Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1957		A.C. Hayward			Trinidad	1957				Musa sp	ICPB PS150	Biovar I.	
500					500		Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1956		ex G. Orian			Mauritius	1957	W.J. Dowson	381		Vicia faba		Biovar III. Phylotype I (NCPPB May 2021)	
501					501		Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1956		ex G. Orian			Mauritius	1957	W.J. Dowson	382		Brassica oleracea var. capitata		Biovar III. Phylotype I (NCPPB May 2021)	
502					502	Freeze dried to SOP PLH/808 - NO post drying tests carried out.	Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1956		ex G. Orian			Mauritius	1957	W.J. Dowson	383		Casuarina equisetifolia		Biovar III. Phylotype I (NCPPB May 2021)	
503					503		Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1956		ex G. Orian			Mauritius	1957	W.J. Dowson	384		Dahlia sp		Biovar III. Phylotype I (NCPPB May 2021)	
505					505		Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1956		ex G.R. Bates			Zimbabwe	1957	W.J. Dowson	387		Symphytum sp		Biovar I.	
613					613	VC failed 12/01/2024. reinstate public access when new batch is created	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1958		ex A. Ciccarrone			Brazil	1958	W.J. Dowson	421		Solanum tuberosum		Biovar II	
616					616		Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1957		ex J.A. Spence			Trinidad	1959	W.J. Dowson			Solanum lycopersicum		Biovar I	
643	SAMN27356513 	 		RAL_AA0388AA 	643		Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1959		W.J. Dowson 369			Cyprus	1959				Solanum tuberosum		Biovar II	
787	SAMN27356504 	 			787	When grown on SPA appears A-Typical until culture 4 days old. Does not produce brown pigmentaion on TSBA.	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914									ex I.W. Buddenhagen 100			Costa Rica	1960	A.C. Hayward	77732		Musa sp	ICPB PS138	Biovar I.	
788					788		Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914									ex I.W. Buddenhagen 139			Costa Rica	1960	A.C. Hayward	77733		Musa sp.		Biovar I.	
789					789	Freeze dried to SOP PLH/808 - NO post drying tests carried out.	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914									ex I.W. Buddenhagen 258			Honduras	1960	A.C. Hayward	77734		Musa sp.		Biovar 1.	
790					790		Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914									ex I.W. Buddenhagen 217			Costa Rica	1960	A.C. Hayward	77735		Physalis angulata	ATCC 33192	Biovar III. Phylotype I (NCPPB May 2021)	
791					791		Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914									ex I.W. Buddenhagen 280			Costa Rica	1960	A.C. Hayward	77736		Eclipta alba		Biovar III. Phylotype I (NCPPB May 2021)	
792					792	REQ. REDRY N.A.CHECK VC IN 5 YEARS	Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914									ex S.J. Navaratnam			Malaysia	1960	A.C. Hayward	79918		Tectona grandis.		Biovar III. Phylotype I (NCPPB May 2021)	
909	SAMN02821162 SAMN27356515 	  	GCF_000710695.1 	RAL_AA0386AA 	909		Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1961		R.A. Lelliott			Egypt	1961				Solanum tuberosum		Biovar II	
927	SAMN30822110 	 			927		Ralstonia solanacearum	Ralstonia sp.								1961		ex I.A.S. Gibson			USA	1961	A.C. Hayward	B490		Saccharum officinarum		"Taxon B (Hayward, 1962). Fatty acids typical of Ralstonia but BOX profile not typical of any R.sol bvs. Phylotype II (NCPPB 2021)"	
928					928		Ralstonia psuedosolanacearum									1956		ex J.A Spence			Jamaica	1961	A.C Hayward	B213		Saccharum officinarum		"Taxon B (Hayward, 1962). Fatty acids typical of Ralstonia but BOX profile not typical of any R.sol bvs. Phylotype III (NCPPB May 2021)"	
945					945	CHECK VC IN 5 YEARS	Burkholderia cepacia	Burkholderia cepacia (ex Burkholder 1950) Yabuuchi et al. 1993	Pseudomonas cepacia													1961	ICPB PC22		ex W.H. Burkholder		SMT 55	WGS confirms this strain is B. cepacia (NCPPB March 2025). Cross reacts with Ralstonia solanacearum polyclonal antisera	
1018	SAMN27356470 	 		RAL_AA0551AA 	1018		Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1961		M. de L. d'Oliveira			Angola	1961				Solanum tuberosum		Biovar I	
1019	SAMN27356619 	 		RAL_AA0498AA 	1019		Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1960		M. de L. d'Oliveira			Portugal	1961				Solanum lycopersicum		Biovar II.	
1028	SAMN27356575 	 		RAL_AA0520AA 	1028	Failed VC 2025 refreezedry	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1961		A.C. Hayward B587			Kenya	1961				Solanum tuberosum		Biovar II	
1029	SAMN27356536 	 		RAL_AA0537AA 	1029	Taken off public access due to low ampoule count 27/11/24	Ralstonia pseudosolanacearum		Pseudomonas solanacearum (Smith 1896) 1914							1961					Reunion	1961	A.C.Hayward	B509		Pelargonium capitatum		Biovar I.	
1045	SAMN27356576 	 		RAL_AA0519AA 	1045	Removed public access due to low stock. Reinstate public access when new batch is created.	Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1961		ex I.D. Firman			Kenya	1961	A.C. Hayward	B592		Solanum melongena		Biovar III. Phylotype I (NCPPB May 2021)	
1049	SAMN27356577 	 		RAL_AA0518AA 	1049	REQ. REDRY N.A.	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1961		A.C. Hayward B629			Kenya	1961				Solanum lycopersicum		Biovar II	
1052	SAMN27356585 	 		RAL_AA0509AA 	1052		Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1961		A.C. Hayward B669			Malaysia	1961				Zingiber officinale	ICPB PS 297	Biovar IV.	
1115	SAMN27356516 	 		RAL_AA0385AA 	1115		Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1961		R.A. Lelliott VI			Egypt	1962				Solanum tuberosum		Biovar II.	
1123	SAMN27356603 	 		RAL_AA0448AA 	1123		Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1961		ex D. Shaw 3363			Papua New Guinea	1962	A.C. Hayward	B786A		Solanum lycopersicum		Biovar IV	
1127					1127	REQ. REDRY N.A.	Robbsia andropogonis	Burkholderia andropogonis (Smith 1911) Gillis et al. 1995	Pseudomonas stizolobii	No						1961		ex A. Rothwell MR 17197			Zimbabwe	1962	A.C. Hayward	B783		Bougainvillea sp.	SMT 53	Cross reacts with Ralstonia solanacearum polyclonal antisera	
1140	SAMN27356604 	 		RAL_AA0447AA 	1140		Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1961		A.C. Hayward B788			Papua New Guinea	1962				Solanum lycopersicum		Biovar III. Phylotype I (NCPPB May 2021)	
1225	SAMN27356622 	 		RAL_AA0494AA 	1225		Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1958		ex A.C. Monllor			Puerto Rico	1962	J.E. Perez	PR65		Solanum lycopersicum		Biovar I.	
1226	SAMN27356623 	 		RAL_AA0493AA 	1226	2nd VC done 2026 MB 5.3x10^5	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1958		ex A.C. Monllor			Puerto Rico	1962	J.E. Perez	PR69		Solanum lycopersicum		Biovar I.	
1323	SAMN27356633 	 		RAL_AA0483AA 	1323	2nd VC completed 2023 - HB	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1962		A.C. Hayward B1114			Sri Lanka	1962				Solanum tuberosum		Biovar II.	
1331	SAMN27356553 	 		RAL_AA0413AA 	1331	stored at -80. LFD+	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1962		A.C. Hayward B1202			India	1962				Solanum tuberosum		Biovar II.	
1333	SAMN27356554 	 		RAL_AA0210AA 	1333	Failed VC 2025 refreezedry	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1962		A.C. Hayward B1203			India	1962				Solanum tuberosum		Biovar II.	
1400					1400	2nd VC completed 2025 MB	Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1962		ex W.H. Sutton				1963	A.C. Hayward	B1364		Solanum lycopersicum		Biovar IV. Phylotype I (NCPPB May 2021)	
1483	SAMN27356471 	 		RAL_AA0550AA 	1483		Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1963		A.C. Hayward B1736			Australia	1963				Solanum tuberosum		Biovar II.	
1484	SAMN27356594 	 		RAL_AA0457AA 	1484		Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1963		ex A. Felix F76			Mauritius	1963	A.C. Hayward	B1730		Strelitzia reginae		Biovar III. Phylotype II (NCPPB 2021)	
1485	SAMN27356595 	 		RAL_AA0456AA 	1485	REQ. REDRY N.A. - cannot locate batch IV - redrying w/c 26.2.24	Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1963		ex A. Felix F74			Mauritius	1963	A.C. Hayward	B1728		Phaseolus vulgaris		Biovar III. Phylotype I (NCPPB May 2021)	
1486	SAMN30821937 	 			1486	2nd VC completed 2026-MB TMTC	Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1963		A.C. Hayward B1721			Uganda	1963				Arachis hypogaea		Biovar III.	
1489	SAMN27356583 	 		RAL_AA0511AA 	1489	Freeze dried to SOP PLH/808 - NO post drying tests carried out.	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1963		R.A. Lelliott			Madeira	1963				Solanum tuberosum		Biovar II	
1493					1493	Deleted	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1959		ex A.C. Monllor			Puerto Rico	1963	J.E. Perez	PR81		Solanum lycopersicum		Biovar I.	
1500	SAMN27356534 	 		RAL_AA0539AA 	1500	2nd VC completed 2024 - HB Removed public access due to low stock. Reinstate public access when new batch is created.	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1963		A.C. Hayward B1863			Fiji	1963				Solanum tuberosum		Biovar III	
1579	SAMN27356655 	 		RAL_AA0480AA 	1579		Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1961		ex V.L. Quinon			Hawaii	1963	A.C. Hayward	B2061	ex M. Aragaki GW	Zingiber officinale	ATCC 33194	Biovar IV. Race 1.	
1580	SAMN27356654 	 		RAL_AA0303AA 	1580		Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1959		ex M. Aragaki TW			Hawaii	1963	A.C. Hayward	B2062	.	Solanum lycopersicum		Biovar IV	
1584	SAMN27356514 	 		RAL_AA0387AA 	1584	2nd VC completed 2025 MB	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1963		R.A. Lelliott			Cyprus	1963				Solanum tuberosum	"SMT23, CFBP 4598"	"Biovar II.SMT reference strain (EC official method),"	
1614	SAMN27356586 	 		RAL_AA0508AA 	1614		Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1964		A.C. Hayward B2217			Malaysia	1964				Solanum tuberosum		Biovar II.	
1621	SAMN27356593 	 		RAL_AA0458AA 	1621		Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1960		A.C. Hayward B394B			Mauritius	1964				Solanum tuberosum		Carbohydrate metabolism different from Biotypes I-IV. Phylotype I (NCPPB May 2021)	
1695	SAMN30821936 	 			1695		Ralstonia solanacearum	Ralstonia sp.		No						1965					Tanzania	1965	A.C. Hayward	B2669	ex D.R.W. Watson	Saccharum officinarum		"Taxon B (Hayward, 1962). Fatty acids typical of Ralstonia but BOX profile not typical of any R.sol bvs. Phylotype II (NCPPB May 2021)"	
1702	SAMN27356535 	 		RAL_AA0538AA 	1702		Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1964		A.C. Hayward B2122			Fiji	1965				Solanum tuberosum		Biovar III.	
1703	SAMN27356599 	 		RAL_AA0453AA 	1703	2nd VC completed 2023 - HB	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1965		A.C. Hayward B2674			Netherlands	1965			.	Solanum tuberosum		Biovar II (atypical)	
1763	SAMN27356631 	 		RAL_AA0485AA 	1763	2nd VC done 2026 MB 7.2x10^8	Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1965		R. A. Lelliott Ps1			Seychelles	1965				Solanum lycopersicum		Biovar III. Phylotype I (NCPPB May 2021)	
1789	SAMN27356543 	 		RAL_AA0530AA 	1789	"Thrown away batch IV, Re dry batch III LB 27/07/2012"	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1965		C.G. Panagopoulos 8			Greece	1966				Solanum tuberosum			
1824	SAMN27356517 	 		RAL_AA0384AA 	1824		Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1966		J. Oxtoby Psl			Egypt	1966				Solanum tuberosum		Biovar II.	
2015	SAMN27356544 	 		RAL_AA0529AA 	2015	Freeze dried to SOP PLH/808 - NO post drying tests carried out.	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1967					Greece	1967	J. Oxtoby A32			Solanum tuberosum		Phylotype II (NCPPB 2021)	
2088	SAMN27356600 	 		RAL_AA0451AA 	2088		Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1968		D.C. Graham			Nigeria	1968				Solanum tuberosum		Biovar II.	
2152					2152		Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914													1969	ICPB PS121					Phylotype I (NCPPB 2021)	
2153					2153	"2nd VC completed 2012, 3rd VC completed 2023 (HB)"	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1945						1969	ICPB PS122		ex A. Kelman	Arachis hypogaea		Phylotype II (NCPPB 2021)	
2154	SAMN27356503 	 		RAL_AA0241AA 	2154	"2nd VC completed 2016, 3rd VC completed 2023 - HB"	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1958					Costa Rica	1969	ICPB PS168-200		ex A. Kelman	Heliconia sp.			
2156					2156	Freeze dried to SOP PLH/808 - NO post drying tests carried out.	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1953						1969	ICPB PS123		ex A. Kelman	Solanum lycopersicum		Phylotype II (NCPPB 2021)	
2198	SAMN27356642 	 			2198	"Pathogenic to tomato plant, December 2023. Further tests required. VC Failed 12/05/2023. Do not reinstate public access until a new batch is created."	Ralstonia pseudosolanacearum															1970						SPA	
2199	SAMN27356588 	 		RAL_AA0507AA 	2199	2nd VC done 2026 MB 6.2x10^8\xCA	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914Pseudomonas solanacearum (Smith 1896) 1914	No						1965		B. Digat Mar An 1			Martinique	1969				Solanum melongena	INRA 69.1165	Phylotype II (NCPPB 2021)	
2200	SAMN27356537 	 		RAL_AA0536AA 	2200	2ND VC rpt	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1966		B. Digat Gua To 2			Guadeloupe	1969				Solanum lycopersicum	INRA 69.1161	Phylotype II (NCPPB 2021)	
2201	SAMN27356643 	 		RAL_AA0430AA 	2201	2nd VC completed 2023 - HB	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1968		B. Digat Tri To 3			Trinidad	1969				Solanum lycopersicum	INRA 69.11730	Phylotype II (NCPPB 2021)	
2202					2202		Burkholderia sp.	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1968		B. Digat Tri Ba 4			Trinidad	1969				Musa sp.	INRA 69.11700	Identified as Burkholderia sp. 04/10/2000	
2203					2203		Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1965		B. Digat Gua To 1			Guadeloupe	1969				Solanum lycopersicum	INRA 68.1038	Phylotype II (NCPPB 2021)	
2204	SAMN27356539 	 		RAL_AA0534AA 	2204	"1st VC - 11.12.1992 - 0.07 vacuum, 5.6x10^8 colony count; 2nd VC"	Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1968		B. Digat Guy To 1			French Guyana	1969				Solanum lycopersicum	INRA 69.11660	Phylotype I (NCPPB 2021)	
2245	SAMN27356472 	 		RAL_AA0353AA 	2245		Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No						1969		ex S. Aldrich 236			Australia	1969	J.F. Bradbury	B4050		Stylosanthes humulis		Biovar IV. Phylotype I (NCPPB 2021)	
2312					2312	DELETED RECORD stored at -80	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914												USA	1970	L. Sequeira	K60		Solanum lycopersicum		Probably = NCPPB 325. Biovar I (NCPPB). Race 1.	
2313					2313		Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914												Costa Rica	1970	L. Sequeira S-123			Eupatorium sp.		Phylotype II (NCPPB 2021)	
2314					2314		Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	No											Colombia	1970	L. Sequeira	S-210;		Plantago sp.		Race 1.	
2315	SAMN27356611 	 		RAL_AA0440AA 	2315	2ND VC rpt	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914												Peru	1970	L. Sequeira	S-223		Musa sp.		Race 2.	
2316					2316	2ND VC 2014 rpt. 3rd VC 2024	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914												Australia	1970	L. Sequeira	S-243		Solanum tuberosum		Race 3.	
2484	SAMN27356644 	 		RAL_AA0429AA 	2484	REQ. REDRY N.A.	Ralstonia pseudosolanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1969		J.F. Bradbury B4084			Uganda	1972				Arachis hypogaea		Biovar III.	
2505	SAMN27356635 	 		RAL_AA0481AA 	2505	"FAP SI is low, ~.350"	Ralstonia solanacearum	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914							1972		K. Olssen Ps10			Sweden	1973				Solanum tuberosum	"SMT24, CFBP 4599"	"Biovar II (NCPPB).SMT reference strain (EC official method),"	
